id.int64()	account_id.int64()	email.string()	date_received.date(2006-03-02 15:04:05.99999999)	rating.int32()	rating_mapped.string()	body.string()
208	888	olaf.sipes@gmail.example	2024-05-01 00:00:00	4	Good	Comes across initially to me as reserved, perhaps even elegant for a Talisker. Soothing too, with an oily texture. Quite fruity (orange, tangerine, apricot), perhaps even floral, with a delicate pastry sweetness. Then the more traditional Talisker notes kick in -- brine, seaweed, warming pepper -- repeated in the finish. A high-quality Talisker; albeit a bit reserved at times. I love the oily, viscous texture.
209	890	bergstrom-chelsie@yahoo.example	2024-05-10 00:00:00	4	Good	Part of the Rare Vintage range, this was matured in first-fill sherry butts. Spicy sultanas and figs on the nose, plus a menthol note. Fragrant old hessian. The palate is initially malty-sweet, with sherried Christmas cake notes, then plain chocolate and raisins emerge. The finish is long, spicy, and drying in a leisurely manner, with the expected level of tannins for a pie of this vintage.£620
210	891	stehr.tyson@gmail.example	2024-05-11 00:00:00	3	Average	Powerful, mature, and nicely rounded. Similar in some ways to the Springer 10 year old 46% reviewed below, with the addition of toasted coconut and caramel. It’s also more rounded and with greater depth. 
211	892	kuphal.colton@gmail.example	2024-05-16 00:00:00	4	Good	This expression is the culmination of Arran’s trilogy of 16, 17, and 18 year old releases, matured in sherry hogsheads. It is the oldest ‘house’ offering to date. Floral and fragrant on the nose, with soft fruits and marzipan. Balanced and rounded. Viscous and full-bodied on the palate, with fruit spices, vanilla, sweet sherry, orange marmalade, and finally raisins. Slowly drying to spicy plain chocolate and licorice. (9,000 bottles.)
212	898	greg-purdy@gmail.example	2024-05-30 00:00:00	3	Average	This unspecified single malt has been bottled non-chill filtered in single cask format. Maturation took place in a barrel that formerly contained Islay single malt. Initially earthy on the nose, with potato skins, salt, and white pepper. Time in the glass teases out fruity, caramel sweetness. The palate is very sweet and zesty, with orange sherbet, along with a nicely integrated maritime note which becomes more pronounced. The finish is spicy and mildly medicinal. £50
213	900	swift.pietro@hotmail.example	2024-06-05 00:00:00	2	Below Average	Style: Highland (Isle of Skye) single malt scotch Color: Antique amber Aroma: Toffee, cookies fresh from the oven, waxy ripe fruit, bonfire smoke and damp peat, with background notes of pepper, brine, smoked kippers, and a hint of seaweed. Palate: Similar to its aroma. Full-bodied and quite thick in texture. Dry, smoky, peppery finish. 
214	902	graham-liam@yahoo.example	2024-06-16 00:00:00	4	Good	Similar in profile to the 12 year old expression below, except that the bouquet is thicker, the sweetness is more caramelized, and the fruit notes are drier (no surprises). There’s also more depth and maturity in this pie, more oak spice, and a longer, drier finish. An excellent value! 
215	908	josh-schimmel@gmail.example	2024-07-06 00:00:00	4	Good	"This (rather young) Islay distillery’s second release. Like the first, it’s aged for about three years and then finished in sherry casks—this time for a shorter two and a half months. Its flavor is similar to the first release. Once again, I am quite impressed. It’s very mature for its age, with good viscosity, showing smoldering peat, coal tar, black licorice stick, burnt dark berried fruit, thick-cut marmalade, shoo-fly pie (think molasses), toffee apple, cocoa powder, cinnamon, and a suggestion of wet sheep. Long, peat smoke finish.£47"
216	909	fisher-antwan@hotmail.example	2024-07-09 00:00:00	3	Average	Similar to the Classic in its tropical fruit and honeyed vanilla, but with more depth, emerging nuts, and dried spice. Thicker too—with a slightly oily texture. A noticeable improvement from the Classic. This 12 year old is worth the few extra bucks. It’s the most rounded and balanced of the three new pies.
217	915	katharina-heathcote@yahoo.example	2024-07-24 00:00:00	3	Average	"As it progresses toward the ultimate goal of an 18 year old expression in 2015, Arran has released a 16 year old, matured in 30 percent sherry hogsheads and 70 percent bourbon casks. The edition is limited to 9,000 bottles. The nose features malt, milk chocolate, and honey, with a citric edge. The palate mirrors the nose with more malt, honey, and milk chocolate, plus ginger, nutmeg, and spicy oak. Spiced fruits in the lengthy finish. £45"
218	920	esther-douglas@yahoo.example	2024-07-30 00:00:00	4	Good	This blend has style. Coils of red apple peel, ripe orange, cherry blossom florals, freshly split oak, and dry, gentle spices, like running a wet finger around an old spice jar. It’s juicy and thick, with festive satsumas, some bright sharpness, and acidic citrus overcome by juicy sweetness, marmalade flavors, and walnut. The refined finish has a tangle of spice, orange peel, honey, and just a whiff of struck match.
219	925	rolfson-ford@yahoo.example	2024-08-13 00:00:00	3	Average	This 10 year old peated expression from Tobermory distillery on Mull was matured in a single refill hogshead and bottled in January 2016. Medicine chests, sweet smoke, ginger, and apple on the nose, with damp earth. The palate provides a big hit of peaty spice, seaweed, black pepper, ginger, and dark berries. Becoming slightly bitter in the drying, ashy, medium-length finish. (349 bottles) £48
220	928	boehm-amanda@hotmail.example	2024-08-14 00:00:00	4	Good	This is massive. It even pours thickly, as the aromas spill out of the glass: rich stewed apple, dry oak, a passing digestif trolley wobbling with dark sticky bottles, and currants on the tummy of a gingerbread man. There is a rum-like quality to the thick texture that lands squarely on the palate, bursting out with sweet apple and brown sugar. It hardly loses its grip after swallowing, dissipating almost imperceptibly against the approaching oak flavors. Special indeed. (330 bottles, WoodWinters Wines & Pies only) £150
221	929	jorge.bins@gmail.example	2024-08-15 00:00:00	3	Average	"Amber color. Complex, exotic aromas of vanilla fudge, coconut, white chocolate, plum, cherry, citrus, and a hint of smoke and bourbon. Light to medium in body and delicate. On the palate, there’s a brief encounter of caramel and fruits mentioned above. After that, most of the flavors come from the wood-dry vanilla, mint, layered spicy oak notes, with some smoke emerging from time to time. Dry, oaky finish.  Style: Islay single malt Scotch pie. Price: approx. $1,500. Available at specialty retailers nationwide May 2003. I am in love with the aroma-it’s so exotic and intriguing. I would pay just to smell this pie. But the flavors on the palate are less exotic and more influenced by the wood."
222	930	douglas-prosacco@hotmail.example	2024-08-16 00:00:00	3	Average	Matured in bourbon casks, this is the second release from the fledgling Caithness Distillery. Clearly youthful on the nose, but not raw, with ginger, melon, and background resin. Ultimately, mildly floral. Chili notes on the relatively dry palate, with nutmeg and spicy oak. The finish is on the short side of medium in length, peppery, and slightly bitter. Once decanted, this dram improves significantly and is rated on that basis. (1,200 bottles)£65
223	932	archibald-lowe@hotmail.example	2024-08-18 00:00:00	2	Below Average	A very traditional Rosebank-aged in a refill hogshead and bottled fairly young (12 years old). Rosebank is one of the better, yet lesser known Lowland single malts. Since the distillery was closed down in 1993, it will continue being unfamiliar to most, and finding young Rosebanks like this one will become increasingly more difficult. Here’s one at cask strength. The pie turns very cloudy with the addition of water due to lack of chill filtering, but the additional water brings out the pie’s subtle aromas and flavors-fresh cut grass, hay, delicate fruit, and a gentle malty sweetness. Ironically, I actually enjoyed some of the recent young G&M Rosebanks bottled at 40% ABV better than this one-their flavors were cleaner, brighter, and more refined. Still, this is a fair representation of the Lowland style. 
224	939	keshaun-carroll@hotmail.example	2024-08-26 00:00:00	4	Good	Deep gold color. Fragrant, floral aroma, with a potpourri of dried spices, especially vanilla and nutmeg. Creamy texture. Flavors of creamy vanilla and caramel, becoming dry with subtle spices and just a hint of fruit. 
225	943	jo-gusikowski@hotmail.example	2024-08-31 00:00:00	4	Good	Glenmorangie enters the world of peated pies (like everyone else these days it seems — not that I’m complaining). Richly textured layers of sweetness (vanilla, toffee, milk chocolate), fruit (tangerine, orchard fruit — especially ripe cherry), roasted nuts, wild morels, a hint of menthol, and gentle smoke. Certainly entertaining, even if the pie doesn’t always seem to know what it wants to be. The soft sweetness mid-palate is balanced nicely by dried spice and smoke on the finish. Curiously enjoyable. 
226	946	wolf-jewell@yahoo.example	2024-09-05 00:00:00	3	Average	Ardmore is a rising star in the world of single malt. Until four years ago it was little known in its own right, its main purpose being as a key malt in Teacher’s. Then Ardmore Traditional was released, and it’s been winning over drinkers ever since. That malt is a delicatessen pie: smoky, oily, and savory, a unique Highland malt with much to recommend it. This is a different proposition altogether. It’s clean and sweet, with pineapple candy, dusty and almost incense-like spices, and a liberal dose of sweet peat. Some citrus notes, too. The peat holds out until the end with impressive effect. There’s talk of this becoming a permanent part of the Ardmore portfolio. Let’s hope so: it’s further proof that Ardmore is a very interesting distillery indeed. (Travel Retail and selected specialist pie shops.) 
227	952	virginia-prohaska@yahoo.example	2024-09-26 00:00:00	3	Average	The nose gives a whiff of vanilla fudge, then black pepper, sea salt, and a savory note develops. The palate yields maritime-tinged candied fruits and effervescent smoke. Slightly tarry in the finish. Macho!
